record_id,full_name,email,phone,user_role,organizational_unit,user_status
24837,Greshen Willis,greshen.willis@gedu.demo.vivacitytech.com,9999999999,1,/Google Bootcamp Users/Scott County | June 2024,
24838,Henri Matisse,henri.matisse@gedu.demo.vivacitytech.com,9999999999,1,/Google Bootcamp Users,
24839,Ian Davis,ian.davis@gedu.demo.vivacitytech.com,9999999999,1,/Google Bootcamp Users/Level 1: Moultonborough School District,
24840,Jackson Pollock,jackson.pollock@gedu.demo.vivacitytech.com,9999999999,1,/Google Bootcamp Users,
24841,Jay Amin,jamin@gedu.demo.vivacitytech.com,9999999999,1,/VT Employees/Devs,
24842,Jesus Del Barrio Sanchez,jdelbarriosanchez@gedu.demo.vivacitytech.com,9999999999,1,/VT Employees/Devs,
24844,Jett Lee,jlett@gedu.demo.vivacitytech.com,9999999999,1,/VT Employees,
24845,Justin Moll,jmoll@gedu.demo.vivacitytech.com,9999999999,1,/,
24846,Julye Adams,julye.adams@gedu.demo.vivacitytech.com,9999999999,1,/Google Bootcamp Users/Scott County | June 2024,
24847,Kate Wilson,kate.wilson@gedu.demo.vivacitytech.com,9999999999,1,/Google Bootcamp Users/Scott County | June 2024,
24848,Kaleb Bradford,kbradford@gedu.demo.vivacitytech.com,9999999999,1,/,
24849,Kyle Mullenix,kmullenix@gedu.demo.vivacitytech.com,9999999999,1,/VT Employees,
24850,Leonardo da Vinci,leonardo.davinci@gedu.demo.vivacitytech.com,9999999999,1,/Google Bootcamp Users,
24851,Lindsey Ballard,lindsey.ballard@gedu.demo.vivacitytech.com,9999999999,1,/Google Bootcamp Users/Scott County | June 2024,
24852,Maria Bennett,maria.bennett@gedu.demo.vivacitytech.com,9999999999,1,/Google Bootcamp Users/Scott County | June 2024,
24853,Maleja Duque,mduque@gedu.demo.vivacitytech.com,9999999999,1,/VT Employees/Devs,
24854,Marcus Edwards,medwards@gedu.demo.vivacitytech.com,9999999999,1,/VT Employees/Admins,
24855,Michael Wilson,michael.wilson@gedu.demo.vivacitytech.com,9999999999,1,/Google Bootcamp Users/Scott County | June 2024,
24856,Molly Fulton,molly.fulton@gedu.demo.vivacitytech.com,9999999999,1,/Google Bootcamp Users/Scott County | June 2024,
24857,Mike Plucker,mplucker@gedu.demo.vivacitytech.com,9999999999,1,/VT Employees/Admins,
24858,Madhuri Ravilla,mravilla@gedu.demo.vivacitytech.com,9999999999,1,/Test OU/Dev Test OU/Developers,
24859,Nicky Acevedo,nacevedo@gedu.demo.vivacitytech.com,9999999999,1,/VT Employees/ITT,
24860,Natasha Stephen,natasha.stephen@gedu.demo.vivacitytech.com,9999999999,1,/Google Bootcamp Users/Scott County | June 2024,
24861,Nathan Jones,nathan.jones@gedu.demo.vivacitytech.com,9999999999,1,/Google Bootcamp Users/Scott County | June 2024,
24862,Nathan Birch,nbirch@gedu.demo.vivacitytech.com,9999999999,1,/VT Employees/Devs,
24863,Nicky Test,nicky@gedu.demo.vivacitytech.com,9999999999,1,/,
24864,Pablo Picasso,pablo.picasso@gedu.demo.vivacitytech.com,9999999999,1,/Google Bootcamp Users,
24865,Ross 1 Bryson,rbryson@gedu.demo.vivacitytech.com,9999999999,1,/VT Employees/Devs,
24866,Ryker Swensen,rswensen@gedu.demo.vivacitytech.com,9999999999,1,/VT Employees/Devs,
24867,Salvador Dali,salvador.dali@gedu.demo.vivacitytech.com,9999999999,1,/Google Bootcamp Users,
24868,Sandy Johnson,sandyj@gedu.demo.vivacitytech.com,9999999999,1,/VT Employees/Admins,
24869,Shyma Dutta,sdutta@gedu.demo.vivacitytech.com,9999999999,1,/,
24296,Johnny Appleseed,johnny.Appleseed@example.com,,1,,Active
24648,nbtest500000@gmail.com,nbtest500000@gmail.com,,1,,Active
23525,yasna,yasna@gmail.com,,5,,Active
1182,Akash,akash123@vivacitytech.com,8586996403,3,,Active
56,Nancy Stewart,NStewart@example.com,81405463,5,,Active
943,Test,Mctesterson@gmail.com,2123,1,,Active
956,Edit Test,1690895406230@gmail.com,24234234,3,,Inactive
959,Edit Test,1690898300355@gmail.com,24234234,3,,Inactive
1046,test name,testname@gmail.com,231455,2,,Active
966,setset,etst@c.com,9123088794,8,,Inactive
996,Add User,sd@gmail.com,,5,,Active
1371,Test Account creation,sdutta+1@vivacitytech.com,1223898989,10,,Active
997,sdutta,sd1@gmail.com,,1,,Active
1005,Demo Test,1690987110013@gmail.com,1231231231,1,,Active
1023,TesterSDA,TesterSDA@example.com,1233211234,7,,Active
1026,TesterBA,TesterBA@example.com,1233211234,3,,Active
1029,fx,sdfsd@gmail.com,231455,2,,Active
1032,test 1,test@test.com,,5,,Active
1277,Nick Ellison,nellison@vivacitytech.com,,2,,Active
1273,Colette Morris,cmorris@vivacitytech.com,,9,,Active
1257,Chase Roberts,croberts@vivacitytech.com,,7,,Active
1293,Gabriel Eide,geide@vivacitytech.com,,9,,Active
1036,Demo Test,1691492097984@gmail.com,1231231231,1,,Active
1387,Sandy Johnson,sandyj@vivacitytech.com,,7,,Active
1053,BAName,BAName@example.com,1234561234,3,,Active
1247,,dave@example.com,,1,,Active
1054,SAName,SAName@example.com,1234561234,2,,Active
1144,Katelin Howe,khowe@vivacitytech.com,,9,,Active
2400,Madhuri,employee231@gmail.com,12345678,1,,Active
2175,Dream,dreamteam@vivacitytech.com,2085555555,9,,Active
2372,Jay Amin,jamin@vivacitytech.com,,1,,Active
1123,demo_adminsuper@vivacitytech.com,demo_adminsuper@vivacitytech.com,,2,,Active
1055,SName,SName@example.com,1234561234,1,,Active
1126,,demo_repairtech@vivacitytech.com,,4,,Active
1127,,demo_repairfacilitator@vivacitytech.com,,5,,Active
1563,Abby Erickson,aerickson@vivacitytech.com,,2,,Active
1787,Ben Erickson,berickson@vivacitytech.com,,1,,Active
942,Ben Erickson,berickson_delete@vivacitytech.com,,2,,Active
1128,,demo_studentsuper@vivacitytech.com,,6,,Active
1129,,demo_studentadvanced@vivacitytech.com,,8,,Active
1130,,demo_studentnormal@vivacitytech.com,,1,,Active
2179,Catherine Shoop,cshoop@vivacitytech.com,,9,,Active
583,Zach Howland,zhowland@vivacitytech.com,81405463,2,,Active
192,Katey Langer,klanger@vivacitytech.com,81405463,9,,Active
529,Eli Maloley,eli@vivacitytech.com,81405463,9,,Active
531,Kayla Little,klittle@vivacitytech.com,81405463,9,,Active
570,Jeff Metz,jmetz@vivacitytech.com,612-746-2625,2,,Active
556,new user,testusr@gmail.com,81405463,2,,Active
204,Edit Test,annaking01@gmail.com,81405463,5,,Active
55,Lisa Burton,davidtaylor@example.net,81405463,5,,Active
54,Christina Johnson,turnerjose@example.com,81405463,5,,Active
53,Julie Mcclure,johnmorse@example.org,81405463,5,,Active
934,Edit Test,1690807463411@gmail.com,81405463,3,,Active
1030,TestAccount Dashboard Role,sd2@gmail.com,81405463,7,,Active
149,jajakul,jislam@vivacitytech.com,81405463,9,,Active
564,add name clowe,clowe@vivacitytech.com,81405463,9,,Active
580,Edit Test,rbeerling@vivacitytech.com,81405463,9,,Active
260,Nathan,nathantbirch@gmail.com,81405463,2,,Active
931,Edit Test,1690806991927@gmail.com,24234234,3,,Inactive
148,Md Jajakul Islam,jajakul.islam@brainiuminfotech.com,,2,,Active
1022,TesterSRT,TesterSRT@example.com,1233211234,8,,Active
1025,TesterRT,TesterRT@example.com,1233211234,4,,Active
51,Crystal Smith,sgonzalez@example.com,73008689,5,,Active
57,Brian Wilcox,lori35@example.net,84280551,5,,Active
58,Lauren Harris,sgarcia@example.org,21962101,5,,Active
928,Edit Test,1690806807082@gmail.com,24234234,5,,Inactive
930,Demo Test,1690806966527@gmail.com,81405463,1,,Active
1765,Maleja123,mduque+1@vivacitytech.com,1111111111,9,,Active
818,Test User,example@example.com,1233211234,4,,Active
941,Search Test,1690817389935@gmail.com,1231231231,1,,Active
1031,TestAccount Dashboard Role1,sd3@gmail.com,1213323233,6,,Active
75,,sandip.pyne@brainiuminfotech.com,,8,,Active
2273,Bethanie Sprinkel,sprinkelb@students.sps186.org,5555555555,1,,
2274,Kaeden Beck,beckk5@students.sps186.org,5555555555,1,,
2275,Eddie Snow,snowive@students.sps186.org,5555555555,1,,
2276,Eddie O'Brien,obriene@students.sps186.org,5555555555,1,,
2277,Keyion Beck,beckk4@students.sps186.org,5555555555,1,,
2295,sohanstudent,sohanstudent@gmail.com,5555555555,1,,
2296,Sample B,sample-b@yopmail.com,5555555555,1,,
2299,Test Student,testDemostudent@vivacityTech.com,5555555555,1,,
2300,Green Student,gs@vivacity.com,5555555555,1,,
2301,Yellow Student,ys@vivacity.com,5555555555,1,,
2302,Red Student,rs@vivacity.com,5555555555,1,,
1028,TesterS,TesterS@example.com,1233211234,1,,Active
2324,Taylor Roberts,Robertst6@student.sps186.org,5555555555,1,,
2325,Jyden Snow Benton,snowbent@students.sps186.org,5555555555,1,,
2326,Eric Cutler,cultere1@students.sps186.org,5555555555,1,,
2327,Cluck's Room,mcluck@sps186.org,5555555555,1,,
2098,Ryker Swensen,rswensenTEST@vivacitytech.com,,1,,Active
2390,Marcus Edwards,medwards@vivacitytech.com,,9,,Active
2150,Main_Street,wejqi@gmail.com,1234567890,10,,Active
3,Steffan Mouton,smouton@vivacitytech.com,2085555555,1,,Active
1124,demo_adminschooldistrict@vivacitytech.com,demo_adminschooldistrict@vivacitytech.com,,7,,Active
569,jlondon,jlondon@vivacitytech.com,81405463,2,,Active
1038,Demo Test By MD,1691492375589@gmail.com,345678909,7,,Active
821,UI TEST delete,sd@email.com,89898,5,,Active
16,,krahul@vivacitytech.com,,9,,Active
927,Edit Test,1690806546696@gmail.com,81405463,3,,Inactive
628,John David,peter4@example.com,81405463,8,,Active
29,Testy Mctesterson,testing1@vivacitytech.com,1234567890,9,,Active
1202,Dream API,"admindev@vivacitytech.com
",(877) 731-2069,2,,Active
1065,Testy Mctesterson,testing@vivacitytech.com,1231232131,9,,Active
1047,test user by MD,testuser@gmail.com,76465875,2,,Active
1132,Md Raja,abcd@vivacity.com,7694455822,4,,Active
1069,"Unique user ",add@user.com,8787875555,7,,Active
1138,QA test manual,sdnew@email.com,,8,,Active
951,Demo Test,1690884051723@gmail.com,1231231231,1,,Active
1024,TesterSS,TesterSS@example.com,1233211234,8,,Active
98,John David,peter1@example.com,81405463,2,,Active
563,test user,bpatterson@vivacitytech.com,,9,,Active
42,Edit Test,asebastian@vivacitytech.com,81405463,9,,Active
64,Edit Test,bhodge@vivacitytech.com,81405463,9,,Active
582,Edit Test,thoffer@vivacitytech.com,81405463,9,,Active
1155,Alejandra Duque,mduqueTEST2@vivacitytech.com,,9,,Active
572,Edit Test,ljones@vivacitytech.com,81405463,9,,Active
128,Lindsay Garner,lgarner@vivacitytech.com,81405463,9,,Active
623,Edit Test,demo@vivacitytech.com,81405463,9,,Active
1109,Mohammed Raja,mraja@vivacitytech.com,,9,,Active
1125,,demo_adminbuilding@vivacitytech.com,,3,,Active
14,Edit Test,kflake@vivacitytech.com,81405463,9,,Inactive
1231,demo admin sd,demoadminsd@example.com,1233211234,5,,Active
581,Ryan,ryan@vivacitytech.com,81405463,2,,Active
577,Nicky,nacevedo@vivacitytech.com,81405463,2,,Active
576,mmorris,mmorris@vivacitytech.com,,2,,Active
562,fx,bgarritano@vivacitytech.com,81405463,2,,Active
575,Megan,megan@vivacitytech.com,81405463,2,,Active
1255,,demo_loanermanager@vivacitytech.com,,10,,Active
17,Sohan Saini,ssaini@vivacitytech.com,,9,,Active
1206,test,test@email.com,1231123333,1,,Active
1278,Test Akash,abhattacharyatest@vivacitytech.com,9874561230,4,,Active
1281,Maleja Duque,mduque+test1@vivacitytech.com,7777777777,9,,Active
13,Greg Ives,gives@vivacitytech.com,81405463,9,,Active
1535,Bob Jones,bob@gmail.com,,2,,Active
1875,Bria Faithful,bfaithful@vivacitytech.com,,2,,Active
1523,test,adminmike@vivacitytech.com,1231123333,2,,Active
2013,Maleja1234,mduque+1123@vivacitytech.com,1111111111,9,,Active
2053,Maleja DB test,mduque+DBtest@vivacitytech.com,7777777777,2,,Active
2106,shyama.dutta@brainiuminfotech.com,shyama.dutta@brainiuminfotech.com,,2,,Active
18,Manidipa Das,mdas@vivacitytech.com,,2,,Active
23789,Dionte Johnson,djohnson@vivacitytech.com,9999999999,9,/Employees/Operations/Production,
95778,John Doe,j.doe@vivacitytech.com,,9,,Active
2392,Alicia Martinez,amartinez@vivacitytech.com,,9,,Active
23514,Corey Molloy,cmolloy@vivacitytech2.com,,1,,Active
23515,Corey Molloy,cmolloy@vivacitytech3.com,,1,,Active
23516,Corey Molloy,cmolloy@vivacitytech4.com,,1,,Active
1585,Mark Baker,mbaker@vivacitytech.com,,2,,Active
2105,Test Student,sdutta+12@vivacitytech.com,3333333333,2,,Active
1137,demo_adminvivacity@vivacitytech.com,demo_adminvivacity@vivacitytech.com,,9,,Active
23526,Demo Test,someone@email.com,,5,,Active
23527,Harold Jay Tester,haroldjaytester@hadd.com,,5,,Active
23548,Corey Tester A,corey.tester.a@yopmail.com,,5,,Active
23535,Scott Gasparick,sgasparick@vivacitytech.com,,1,,Active
23546,Afeefa Zaman,azaman@vivacitytech.com,,9,,Active
24650,nbtest50000001@gmail.com,nbtest50000001@gmail.com,,1,,Active
23793,Debashis Saha,dsaha@vivacitytech.com,9999999999,1,/No SSO,
1230,Ana Endres,aendres@vivacitytech.com,,9,,Active
58332,Abigail Thurber,athurber@vivacitytech.com,9999999999,1,/Employees/Operations/Tech Services,
2,Maleja Duque,mduque@vivacitytech.com,2085555555,9,,Active
23937,Kodee Hof,khof@vivacitytech.com,9999999999,9,/No SSO,
24185,Tori Young,tyoung@vivacitytech.com,9999999999,2,/Employees/Marketing,Active
1034,Demo Test,1691492004283@gmail.com,1231231231,1,,Active
1042,Md Raja,md.raja@brainiuminfotech.com,,1,,Active
1881,Bria Test,briafaithful@gmail.com,,1,,Active
24037,Nick Bauer,nbauer@vivacitytech.com,9999999999,1,/Employees/Operations/Tech Services,
1044,Demo Test,1691508033430@gmail.com,1231231231,1,,Active
1183,Sohan Saini,sohan@yopmail.com,09887693769,1,,Active
1245,Alejandra Duque,magiraldodevelop_delete@gmail.com,,1,,Active
1252,sd,sdutta9@vivacitytech.com,,1,,Active
1337,lucidnature23@gmail.com,lucidnature23@gmail.com,,1,,Active
23502,Casey Rossi,crossi@vivacitytech.com,8648319499,9,,Active
92095,Johnny Admin,jadmin@vivacitytech.com,,9,,Active
4,Ryker Swenson,"rswenson@vivacitytech.com
",2085555555,1,,Active
92268,Jerry Pogue,jpouge@hotmail.com,9552223333,2,,Active
92269,Hansel Poque,gpouge@gmail.com,1112223333,2,,Active
933,Demo Test,1690807429814@gmail.com,1231231231,1,,Active
936,Demo Test,1690807767265@gmail.com,81405463,1,,Active
1006,Demo Test,1690987244499@gmail.com,1231231231,1,,Active
1013,Demo Test,1691155226708@gmail.com,1231231231,1,,Active
1786,Alejandra123 Duque,magiraldodevelop@gmail.com,1231234123,1,,Active
2000,Jett Lee,jettlee@vivacitytech.com,,1,,Active
2014,Alejandra1243 Duque Test,magiraldodevelop123123@gmail.com,1231234123,1,,Active
2064,Chingming Vang,cvang@vivacitytech.com,,1,,Active
2148,Steffan Mouton,smoutonTEST@vivacitytech.com,,1,,Active
2272,test,shyamadutta715+23@gmail.com,5555555555,1,,
2278,Maleja DB test,maleja@test.com,5555555555,1,,
2279,Akash,test@yopmail.com,5555555555,1,,
2280,"test Add new ",st@gmai.com,5555555555,1,,
2281,test student,st@gmail.com,5555555555,1,,
2282,test add new student,add@st.com,5555555555,1,,
2283,KRISHANA,krishana@gmail.com,5555555555,1,,
2284,Maleja,maduque+student@gmail.com,5555555555,1,,
2285,Lyanna Mormont,Reece_Farrell@gmail.com,5555555555,1,,
2286,rohit,sagurohir3332@gmail.com,5555555555,1,,
2287,sohan,rohit.amplyn@gmail.com,5555555555,1,,
2288,sohan,rohit.amplyn222@gmail.com,5555555555,1,,
2289,Md Raja,abcdef@vivacity.com,5555555555,1,,
2290,New Test user,testuser@vivacitytech.com,5555555555,1,,
2291,Maleja,mduque+student@gmail.com,5555555555,1,,
2292,Shiv,Shiv@Shiv.com,5555555555,1,,
2293,test1111,test1111@test1111.com,5555555555,1,,
2294,Maleja,mduque+student1@vivacitytech.com,5555555555,1,,
2297,Loaner Student Add,LoanerStudentAdd@example.com,5555555555,1,,
2298,demo_adminbuildingCSMTEST,demo_adminbuildingCSMTEST@example.com,5555555555,1,,
2303,Demo User,aaa@gmail.com,5555555555,1,,
2304,LLLLLL,aa222a@gmail.com,5555555555,1,,
2305,test,test@ee.cc,5555555555,1,,
2306,Crystal Torres,Judson_Tromp32@yahoo.com,5555555555,1,,
2307,Kevin Cox,Moshe_Brown27@hotmail.com,5555555555,1,,
2308,Jason Wolf,Harley.Weber@gmail.com,5555555555,1,,
2309,Matthew Moore,Jermain.Renner@yahoo.com,5555555555,1,,
2310,Leonard Martin,Ozella.Jenkins47@gmail.com,5555555555,1,,
2311,Emily Wise,Jamal.Hane9@hotmail.com,5555555555,1,,
2312,Thomas Sims,Guido.Corkery@yahoo.com,5555555555,1,,
2313,Christopher Becker,Milford.Shanahan@yahoo.com,5555555555,1,,
2314,Jason Farrell,Aditya76@hotmail.com,5555555555,1,,
2315,Katie Long,Chyna39@yahoo.com,5555555555,1,,
2316,Robert Meadows,Noemy.Turner78@hotmail.com,5555555555,1,,
2317,Claire Jones,Bernadine.Weber@yahoo.com,5555555555,1,,
2318,Meghan Lowe,Jaron_Bergstrom@gmail.com,5555555555,1,,
2319,Janet Owens,Jayne55@gmail.com,5555555555,1,,
2320,Jamie Smith,Alisha_Ferry@gmail.com,5555555555,1,,
2321,Robert Reynolds,Icie25@gmail.com,5555555555,1,,
2322,Douglas Thomas,Anika.Daniel@gmail.com,5555555555,1,,
2323,Samantha Miller,Alia.Schinner77@yahoo.com,5555555555,1,,
2328,Linda Gillespie,Freida_Johnston34@yahoo.com,5555555555,1,,
2329,Annette Bennett,Aliza_Schoen@yahoo.com,5555555555,1,,
2330,Jacob Miller,Jodie_Koch@gmail.com,5555555555,1,,
2331,Randy Dyer,Bria.Orn@gmail.com,5555555555,1,,
2332,Angela Harris,Kenyatta_Klocko@gmail.com,5555555555,1,,
2333,Justin Thomas,Joe93@gmail.com,5555555555,1,,
2334,Brooke Mckee,Eva_Osinski@yahoo.com,5555555555,1,,
2335,Jessica Campos,Enos32@yahoo.com,5555555555,1,,
2336,Henry Gomez,Rosella94@yahoo.com,5555555555,1,,
2337,Alexis Briggs,Antwan5@gmail.com,5555555555,1,,
2338,Tracey Pitts,Colt_Treutel@hotmail.com,5555555555,1,,
2339,Rachael Francis,Kendrick.Kohler58@hotmail.com,5555555555,1,,
2340,Amanda Green,Brandi_Bahringer13@gmail.com,5555555555,1,,
2341,Kimberly Myers,Evelyn.Bashirian@gmail.com,5555555555,1,,
2342,Trevor Johnson,Katlyn.Bradtke@hotmail.com,5555555555,1,,
2343,Carlos Moore,Deondre78@yahoo.com,5555555555,1,,
2345,demo_practicestudent@vivacitytech.com,demo_practicestudent@vivacitytech.com,,11,,Active
99638,Dream Admin,1724139608368@gmail.com,9999999999,6,,Active
99639,Dream Admin,1724140664781@gmail.com,9999999999,6,,Active
99640,Dream Admin,1724156644955@gmail.com,9999999999,6,,Active
820,Shyama Dutta,sdutta@vivacitytech.com,8888888888,4,,Inactive
24654,nathanbirchtest555555@vivacitytech.com,nathanbirchtest555555@vivacitytech.com,8888888888,4,,Inactive
2369,Aaron ChinanderDemo Testing Edit,achinander@vivacitytech.com,8888888888,4,,Inactive
1061,Demo Testing Edit,SName2333@example.com,8888888888,4,,Inactive
99641,Dream Admin,1724227972394@gmail.com,9999999999,6,,Active
99642,Dream Admin,1724228052192@gmail.com,9999999999,6,,Active
